number,MEDIAN HOUSE VALUE,MEDIAN INCOME,HOUSE MEDIAN AGE,TOTAL ROOM,TOTAL BEDROOMS,POPULATION,HOUSEHOLDS,LATITUDE,LONGITUDE
2484,70000.0,2.7461,17.0,2279.0,448.0,1200.0,420.0,36.15,-120.38
2485,86400.0,3.2639,10.0,2522.0,533.0,1335.0,493.0,36.13,-120.37
2486,86300.0,4.381,34.0,2084.0,339.0,868.0,347.0,36.15,-120.37
2487,85300.0,2.7792,18.0,1519.0,296.0,846.0,272.0,36.16,-120.35
2488,60400.0,1.7075,9.0,2671.0,647.0,1484.0,541.0,36.14,-120.35
2489,55500.0,3.0134,29.0,1938.0,434.0,1306.0,415.0,36.13,-120.36
2490,76600.0,2.25,24.0,943.0,209.0,514.0,156.0,36.65,-120.31
2491,66000.0,2.4937,31.0,1177.0,221.0,744.0,223.0,36.65,-120.25
2492,90600.0,2.3026,25.0,948.0,198.0,613.0,171.0,36.59,-120.18
2493,57200.0,2.293,29.0,1479.0,338.0,1408.0,322.0,36.61,-120.19
2494,58300.0,1.5536,25.0,875.0,214.0,931.0,214.0,36.6,-120.19
2495,56000.0,2.4786,14.0,1508.0,347.0,1679.0,345.0,36.49,-120.22
2496,68900.0,1.947,24.0,1335.0,312.0,1180.0,267.0,36.77,-120.41
2497,112500.0,2.5,18.0,819.0,198.0,996.0,198.0,36.72,-120.67
2498,38800.0,1.9417,20.0,1193.0,263.0,1274.0,241.0,36.55,-120.51
2499,55200.0,1.7184,11.0,1947.0,488.0,2104.0,486.0,36.78,-120.39
2500,60000.0,1.9056,25.0,1689.0,495.0,1745.0,457.0,36.75,-120.38
2501,58000.0,1.8125,25.0,991.0,272.0,941.0,262.0,36.76,-120.38
2502,54300.0,1.4038,12.0,932.0,244.0,1043.0,243.0,36.76,-120.38
2503,63000.0,1.3386,20.0,1287.0,310.0,954.0,269.0,36.87,-120.46
2504,66000.0,2.3523,34.0,673.0,173.0,539.0,182.0,36.86,-120.45
2505,90500.0,2.8182,29.0,1563.0,293.0,883.0,288.0,36.84,-120.44
2506,58100.0,2.1759,20.0,1519.0,376.0,1681.0,370.0,36.85,-120.45
2507,71900.0,2.4414,21.0,1779.0,399.0,1446.0,371.0,36.86,-120.51
2508,74400.0,2.3295,42.0,1766.0,344.0,1084.0,323.0,36.97,-120.55
2509,55000.0,2.2083,18.0,902.0,195.0,771.0,174.0,36.84,-120.69
2510,67500.0,4.125,46.0,55.0,11.0,26.0,5.0,36.51,-119.55
2511,162500.0,4.625,36.0,49.0,7.0,28.0,2.0,36.51,-119.54
2512,63700.0,2.0192,18.0,2603.0,576.0,1616.0,588.0,39.75,-122.2
2513,67500.0,1.6948,30.0,4157.0,834.0,1885.0,774.0,39.75,-122.18
2514,85000.0,3.0469,20.0,707.0,126.0,337.0,125.0,39.74,-122.16
2515,65600.0,2.3507,39.0,4179.0,814.0,2111.0,809.0,39.74,-122.19
2516,72200.0,3.0469,16.0,2127.0,412.0,1104.0,369.0,39.79,-122.25
2517,69600.0,2.325,32.0,1288.0,221.0,562.0,203.0,39.78,-122.16
2518,94300.0,2.2569,20.0,1401.0,280.0,668.0,250.0,39.74,-122.13
2519,85400.0,3.35,23.0,1658.0,307.0,836.0,297.0,39.7,-122.18
2520,73100.0,1.9375,16.0,2026.0,396.0,1031.0,382.0,39.75,-122.23
2521,14999.0,1.6607,16.0,255.0,73.0,85.0,38.0,39.71,-122.74
2522,67500.0,2.3851,21.0,1155.0,210.0,510.0,175.0,39.68,-122.38
2523,87500.0,3.6429,33.0,419.0,77.0,190.0,67.0,39.65,-122.14
2524,81600.0,3.25,28.0,1471.0,259.0,673.0,246.0,39.55,-122.18
2525,71900.0,2.4861,25.0,1231.0,240.0,658.0,211.0,39.5,-122.53
2526,58700.0,2.165,34.0,2679.0,533.0,1287.0,505.0,39.53,-122.19
2527,71000.0,2.3566,22.0,3265.0,658.0,1647.0,594.0,39.53,-122.2
2528,125000.0,1.3708,8.0,1268.0,336.0,1237.0,326.0,39.53,-122.23
2529,66900.0,2.1,17.0,1201.0,268.0,555.0,277.0,39.51,-122.22
2530,63400.0,2.0625,39.0,2551.0,482.0,1181.0,437.0,39.52,-122.2
2531,69700.0,2.8333,37.0,2358.0,413.0,1060.0,424.0,39.51,-122.2
2532,53000.0,2.1705,23.0,462.0,97.0,261.0,90.0,39.5,-122.19
2533,70000.0,2.5625,23.0,2502.0,481.0,1443.0,455.0,39.72,-122.04
2534,95300.0,2.8466,34.0,2051.0,342.0,958.0,322.0,39.6,-122.05
2535,77100.0,2.4917,43.0,1320.0,215.0,512.0,197.0,39.47,-122.1
2536,70500.0,1.832,39.0,844.0,161.0,535.0,165.0,39.45,-121.94
2537,58700.0,2.1746,20.0,2332.0,518.0,1856.0,495.0,39.74,-122.01
2538,60000.0,0.957,52.0,661.0,316.0,392.0,244.0,40.8,-124.17
2539,80500.0,1.7308,52.0,2416.0,618.0,1150.0,571.0,40.8,-124.16
2540,76900.0,1.7778,52.0,1264.0,277.0,591.0,284.0,40.79,-124.16
2541,75500.0,1.585,52.0,1606.0,419.0,891.0,367.0,40.8,-124.17
2542,62500.0,1.8529,52.0,1557.0,344.0,758.0,319.0,40.8,-124.17
2543,92700.0,2.2566,52.0,2148.0,421.0,975.0,430.0,40.79,-124.16
2544,85400.0,2.5417,50.0,2285.0,403.0,837.0,353.0,40.78,-124.16
2545,68300.0,1.6369,39.0,1606.0,330.0,731.0,327.0,40.78,-124.17
2546,70000.0,1.8242,37.0,1371.0,319.0,640.0,260.0,40.78,-124.19
2547,70500.0,1.745,39.0,1836.0,352.0,883.0,337.0,40.79,-124.18
2548,64600.0,1.4668,40.0,1398.0,311.0,788.0,279.0,40.79,-124.18
2549,70500.0,1.9688,43.0,2285.0,479.0,1169.0,482.0,40.79,-124.17
2550,82000.0,2.9038,43.0,2241.0,446.0,932.0,395.0,40.78,-124.16
2551,85600.0,2.8529,35.0,2141.0,438.0,1053.0,434.0,40.77,-124.16
2552,81300.0,2.2227,30.0,1895.0,366.0,990.0,359.0,40.77,-124.17
2553,70200.0,2.5536,37.0,1453.0,293.0,867.0,310.0,40.78,-124.18
2554,72200.0,2.5096,33.0,1076.0,222.0,656.0,236.0,40.78,-124.18
2555,67000.0,2.1607,34.0,1592.0,364.0,950.0,317.0,40.78,-124.18
2556,116100.0,4.8516,13.0,2171.0,339.0,951.0,353.0,40.75,-124.17
2557,82800.0,2.8056,26.0,1776.0,361.0,992.0,380.0,40.76,-124.17
2558,69000.0,2.442,30.0,2975.0,634.0,1367.0,583.0,40.77,-124.19
2559,67500.0,1.75,50.0,340.0,74.0,235.0,83.0,40.81,-124.15
2560,72600.0,2.5,32.0,1373.0,312.0,872.0,306.0,40.8,-124.14
2561,74100.0,1.755,47.0,1486.0,335.0,765.0,329.0,40.8,-124.15
2562,74700.0,1.6111,52.0,2167.0,480.0,908.0,451.0,40.8,-124.16
2563,74100.0,1.1386,52.0,1703.0,500.0,952.0,435.0,40.8,-124.16
2564,81000.0,2.4896,38.0,1552.0,290.0,873.0,291.0,40.79,-124.14
2565,104200.0,3.1711,41.0,2127.0,358.0,911.0,349.0,40.78,-124.15
2566,81800.0,3.8,46.0,1975.0,346.0,791.0,349.0,40.78,-124.16
2567,90600.0,2.1135,46.0,3042.0,597.0,1206.0,541.0,40.79,-124.16
2568,86400.0,3.0216,37.0,2692.0,488.0,1263.0,486.0,40.79,-124.15
2569,92800.0,3.4219,35.0,2426.0,423.0,982.0,432.0,40.78,-124.14
2570,99600.0,2.9143,27.0,3046.0,605.0,1407.0,571.0,40.77,-124.14
2571,100600.0,3.375,24.0,2858.0,511.0,1388.0,512.0,40.76,-124.15
2572,90000.0,3.3984,36.0,2112.0,374.0,829.0,368.0,40.78,-124.15
2573,96100.0,2.5536,23.0,959.0,212.0,425.0,175.0,40.81,-124.11
2574,86900.0,2.1101,34.0,2142.0,420.0,1056.0,382.0,40.78,-124.13
2575,81100.0,2.2478,31.0,2152.0,462.0,1259.0,420.0,40.8,-124.13
2576,83000.0,2.8833,29.0,2474.0,453.0,1130.0,427.0,40.79,-124.13
2577,92800.0,3.5833,32.0,2017.0,359.0,855.0,346.0,40.79,-124.13
2578,98100.0,3.2216,34.0,4183.0,702.0,1891.0,669.0,40.86,-124.06
2579,143000.0,3.5156,31.0,2414.0,428.0,1005.0,401.0,40.85,-124.05
2580,133900.0,3.9792,22.0,2588.0,435.0,1198.0,442.0,40.8,-124.02
2581,150000.0,1.1157,18.0,1287.0,484.0,805.0,502.0,40.86,-124.08
2582,75000.0,1.1742,25.0,1322.0,387.0,794.0,379.0,40.86,-124.09
2583,87500.0,1.1576,44.0,692.0,206.0,398.0,211.0,40.87,-124.09
2584,99200.0,2.2138,47.0,1765.0,326.0,796.0,333.0,40.87,-124.07
2585,101100.0,1.1479,29.0,1710.0,469.0,990.0,425.0,40.87,-124.08
2586,105800.0,2.2188,50.0,921.0,187.0,420.0,187.0,40.88,-124.09
2587,153100.0,0.7683999999999999,31.0,334.0,134.0,780.0,130.0,40.87,-124.07
2588,57500.0,1.725,33.0,2235.0,506.0,1165.0,441.0,40.88,-124.15
2589,81100.0,2.0657,35.0,2987.0,578.0,1581.0,585.0,40.88,-124.1
2590,74100.0,1.5326,31.0,1982.0,495.0,1052.0,467.0,40.88,-124.09
2591,82100.0,2.4321,26.0,2683.0,555.0,1353.0,526.0,40.88,-124.09
2592,92600.0,2.7321,18.0,4032.0,798.0,1948.0,775.0,40.9,-124.1
2593,50800.0,3.3462,52.0,1112.0,209.0,544.0,172.0,40.81,-124.23
2594,139500.0,2.5667,12.0,2087.0,424.0,1603.0,438.0,40.88,-124.06
2595,136000.0,3.0469,25.0,2395.0,431.0,983.0,375.0,40.66,-123.74
2596,78800.0,1.6667,13.0,2522.0,719.0,1381.0,628.0,40.91,-124.08
2597,79800.0,2.0644,24.0,2386.0,565.0,1058.0,414.0,41.03,-123.76
2598,36700.0,1.0486,31.0,938.0,238.0,425.0,157.0,41.32,-123.85
2599,50000.0,1.8208,19.0,1970.0,431.0,1166.0,363.0,41.09,-123.72
2600,59200.0,1.4911,19.0,1797.0,384.0,1033.0,327.0,41.11,-123.63
2601,62700.0,1.8065,22.0,1580.0,372.0,686.0,264.0,41.3,-123.66
2602,83800.0,2.1542,17.0,1564.0,345.0,517.0,222.0,41.01,-123.52
2603,62800.0,2.0156,29.0,1029.0,239.0,509.0,196.0,41.36,-124.08
2604,119400.0,2.4708,22.0,3263.0,799.0,1384.0,578.0,41.13,-124.06
2605,143400.0,3.0208,32.0,1020.0,215.0,421.0,198.0,41.06,-124.14
2606,97900.0,1.9741,26.0,1633.0,380.0,890.0,370.0,41.04,-124.1
2607,102700.0,3.538,21.0,1513.0,319.0,943.0,301.0,40.97,-124.01
2608,98800.0,2.9485,29.0,1429.0,268.0,672.0,266.0,40.92,-124.0
2609,75600.0,2.4559,28.0,1470.0,336.0,811.0,314.0,40.89,-124.01
2610,84200.0,2.6923,41.0,1719.0,372.0,844.0,336.0,40.88,-123.98
2611,106300.0,3.2891,28.0,1272.0,259.0,519.0,220.0,40.93,-123.88
2612,75500.0,2.1726,23.0,1672.0,385.0,1060.0,390.0,41.02,-124.16
2613,111300.0,2.6847,18.0,3297.0,662.0,1554.0,578.0,40.99,-124.08
2614,96000.0,3.1406,20.0,1075.0,214.0,529.0,196.0,40.95,-124.16
2615,81700.0,2.96,19.0,1734.0,365.0,866.0,342.0,40.95,-124.11
2616,99600.0,2.5893,18.0,2250.0,484.0,1248.0,472.0,40.95,-124.09
2617,73600.0,3.5076,25.0,2392.0,474.0,1298.0,461.0,40.93,-124.11
2618,90200.0,2.7639,17.0,1661.0,329.0,948.0,357.0,40.93,-124.11
2619,70100.0,2.3147,18.0,1550.0,345.0,941.0,335.0,40.94,-124.08
2620,126900.0,2.8182,12.0,2497.0,491.0,1153.0,462.0,40.92,-124.09
2621,165600.0,5.0329,14.0,1452.0,217.0,516.0,181.0,40.94,-124.05
2622,78400.0,1.8993,17.0,1485.0,345.0,823.0,316.0,40.95,-124.1
2623,119700.0,2.9911,23.0,2103.0,411.0,1019.0,387.0,40.81,-124.07
2624,119900.0,3.8095,28.0,3513.0,634.0,1658.0,598.0,40.72,-124.02
2625,111800.0,3.9659,33.0,644.0,129.0,334.0,121.0,40.73,-124.1
2626,128900.0,4.0357,17.0,2026.0,338.0,873.0,313.0,40.74,-124.17
2627,100500.0,2.8446,18.0,2581.0,499.0,1375.0,503.0,40.72,-124.14
2628,130600.0,4.2054,23.0,580.0,117.0,320.0,109.0,40.67,-124.14
2629,90100.0,3.5363,21.0,5694.0,1056.0,2907.0,972.0,40.73,-124.19
2630,58100.0,1.6528,32.0,1218.0,331.0,620.0,268.0,40.75,-124.21
2631,79000.0,2.5179,36.0,2349.0,528.0,1194.0,465.0,40.69,-124.27
2632,107000.0,3.0536,35.0,952.0,178.0,480.0,179.0,40.62,-124.18
2633,86400.0,2.8958,32.0,1595.0,309.0,706.0,277.0,40.62,-124.17
2634,92100.0,2.5804,43.0,2131.0,399.0,910.0,389.0,40.62,-124.13
2635,85100.0,2.4519,39.0,1322.0,283.0,642.0,292.0,40.6,-124.16
2636,79600.0,2.0938,39.0,1186.0,238.0,539.0,212.0,40.59,-124.15
2637,128100.0,4.025,27.0,1148.0,206.0,521.0,219.0,40.6,-124.14
2638,66800.0,1.5625,22.0,1665.0,405.0,826.0,382.0,40.59,-124.14
2639,76800.0,2.178,17.0,2985.0,610.0,1544.0,584.0,40.59,-124.14
2640,95200.0,3.4408,32.0,1878.0,340.0,937.0,353.0,40.59,-124.05
2641,97300.0,2.7644,24.0,2978.0,553.0,1370.0,480.0,40.55,-124.09
2642,92600.0,2.3167,31.0,1854.0,365.0,883.0,310.0,40.57,-123.96
2643,77100.0,1.7153,25.0,2015.0,524.0,746.0,251.0,40.48,-123.73
2644,92500.0,2.6987,25.0,1899.0,357.0,891.0,355.0,40.58,-124.14
2645,75100.0,2.1354,29.0,2864.0,600.0,1314.0,562.0,40.57,-124.14
2646,74100.0,2.4896,33.0,1348.0,234.0,573.0,236.0,40.57,-124.11
2647,94800.0,3.25,38.0,544.0,89.0,240.0,91.0,40.55,-124.13
2648,72300.0,2.2357,30.0,1927.0,393.0,996.0,374.0,40.5,-124.1
2649,57500.0,1.7574,42.0,2380.0,553.0,1300.0,504.0,40.5,-124.1
2650,70500.0,2.3947,38.0,2220.0,426.0,1041.0,401.0,40.44,-124.09
2651,55000.0,3.5345,52.0,1196.0,236.0,965.0,265.0,40.47,-124.1
2652,71300.0,2.6094,34.0,1006.0,213.0,443.0,158.0,40.45,-124.03
2653,111400.0,2.3571,52.0,2217.0,394.0,907.0,369.0,40.58,-124.26
2654,106700.0,3.0806,52.0,2694.0,453.0,1152.0,435.0,40.54,-124.23
2655,94600.0,3.0147,52.0,1820.0,300.0,806.0,270.0,40.54,-124.35
2656,76100.0,1.9417,32.0,1430.0,419.0,434.0,187.0,40.28,-124.25
2657,135600.0,2.625,17.0,1319.0,267.0,393.0,163.0,40.06,-124.08
2658,70700.0,1.319,16.0,2088.0,535.0,816.0,326.0,40.22,-124.0
2659,74000.0,2.0962,28.0,2809.0,605.0,1093.0,438.0,40.28,-123.84
2660,54300.0,1.725,31.0,1852.0,452.0,917.0,359.0,40.24,-123.68
2661,76800.0,1.2227,19.0,2283.0,634.0,1184.0,453.0,40.16,-123.82
2662,82400.0,2.087,33.0,2985.0,591.0,1221.0,486.0,40.12,-123.82
2663,101500.0,1.9625,35.0,2052.0,477.0,900.0,402.0,40.11,-123.75
2664,101900.0,2.1864,17.0,2019.0,496.0,899.0,347.0,40.05,-123.78
2665,60800.0,1.8793,38.0,1327.0,262.0,784.0,231.0,33.12,-115.52
2666,53400.0,2.163,18.0,1109.0,283.0,1006.0,253.0,33.13,-115.52
2667,46700.0,2.101,21.0,1024.0,218.0,890.0,232.0,33.12,-115.51
2668,40000.0,1.0,33.0,1234.0,373.0,777.0,298.0,33.19,-115.46
2669,43300.0,1.6552,32.0,1995.0,523.0,1069.0,410.0,33.24,-115.51
2670,72500.0,2.4511,37.0,709.0,187.0,390.0,142.0,33.2,-115.6
2671,87500.0,2.9,27.0,452.0,103.0,258.0,61.0,33.09,-115.73
2672,61200.0,2.0463,17.0,1009.0,231.0,745.0,217.0,33.04,-115.62
2673,62000.0,2.2969,20.0,1121.0,244.0,766.0,230.0,33.04,-115.62
2674,91700.0,3.3472,31.0,314.0,61.0,152.0,56.0,33.04,-115.6
2675,107800.0,3.4038,29.0,1141.0,220.0,684.0,194.0,32.99,-115.41
2676,113500.0,3.1979,17.0,841.0,146.0,473.0,154.0,32.96,-115.59
2677,58600.0,1.4583,32.0,1615.0,382.0,1307.0,345.0,32.98,-115.52
2678,66400.0,2.2054,21.0,1302.0,327.0,1244.0,316.0,32.98,-115.52
2679,62200.0,1.7159,25.0,2578.0,634.0,2082.0,565.0,32.99,-115.53
2680,63700.0,1.9088,20.0,1402.0,287.0,1104.0,317.0,32.99,-115.51
2681,69400.0,1.5372,23.0,1459.0,373.0,1148.0,388.0,32.99,-115.54
2682,60600.0,1.9464,27.0,1513.0,395.0,1121.0,381.0,32.98,-115.54
2683,96000.0,4.3523,17.0,1697.0,268.0,911.0,254.0,32.99,-115.54
2684,80800.0,3.2593,24.0,2565.0,530.0,1447.0,473.0,32.98,-115.55
2685,70800.0,3.0091,41.0,2429.0,454.0,1188.0,430.0,32.97,-115.54
2686,70700.0,2.4063,35.0,1583.0,340.0,933.0,318.0,32.97,-115.53
2687,143000.0,5.4349,33.0,2266.0,365.0,952.0,360.0,32.98,-115.55
2688,107200.0,3.8177,21.0,2164.0,480.0,1164.0,421.0,32.96,-115.56
2689,60300.0,1.5217,34.0,2231.0,545.0,1568.0,510.0,32.97,-115.53
2690,66400.0,1.975,24.0,1617.0,366.0,1416.0,401.0,32.97,-115.52
2691,67500.0,1.9911,10.0,1879.0,387.0,1376.0,337.0,32.97,-115.52
2692,100000.0,3.6528,34.0,591.0,139.0,327.0,89.0,32.82,-115.32
2693,146300.0,6.2558,16.0,1136.0,196.0,481.0,185.0,32.76,-115.39
2694,113800.0,3.3182,19.0,1087.0,171.0,649.0,173.0,32.86,-115.4
2695,74300.0,2.3594,23.0,1458.0,294.0,866.0,275.0,32.81,-115.37
2696,80900.0,1.9375,14.0,1276.0,270.0,867.0,261.0,32.82,-115.37
2697,71100.0,3.5735,30.0,1602.0,322.0,1130.0,335.0,32.82,-115.37
2698,65800.0,1.9939,38.0,1892.0,394.0,1175.0,374.0,32.82,-115.38
2699,67500.0,1.8958,35.0,1263.0,262.0,950.0,241.0,32.81,-115.38
2700,68600.0,1.7604,32.0,741.0,191.0,623.0,169.0,32.81,-115.37
2701,62300.0,3.2396,33.0,1365.0,269.0,825.0,250.0,32.85,-115.57
2702,63500.0,1.7411,17.0,1039.0,256.0,728.0,246.0,32.85,-115.57
2703,61100.0,1.9531,29.0,1207.0,301.0,804.0,288.0,32.84,-115.57
2704,67500.0,3.5282,31.0,1494.0,289.0,959.0,284.0,32.83,-115.57
2705,90800.0,4.875,20.0,1608.0,274.0,862.0,248.0,32.85,-115.59
2706,83200.0,4.1293,3.0,1629.0,317.0,1005.0,312.0,32.87,-115.6
2707,102800.0,3.3583,19.0,541.0,104.0,457.0,106.0,32.87,-115.49
2708,125000.0,3.1667,23.0,1228.0,235.0,569.0,235.0,32.8,-115.64
2709,55200.0,2.1792,18.0,1564.0,340.0,1161.0,343.0,32.79,-115.69
2710,93800.0,2.2083,44.0,472.0,81.0,206.0,57.0,32.8,-115.73
2711,87500.0,2.0938,16.0,348.0,99.0,123.0,54.0,32.75,-115.72
2712,112500.0,1.625,19.0,377.0,69.0,198.0,55.0,32.75,-115.64
2713,96300.0,4.475,5.0,805.0,143.0,458.0,143.0,32.81,-115.58
2714,67500.0,2.5664,34.0,1540.0,316.0,1013.0,274.0,32.82,-115.55
2715,87500.0,3.6597,10.0,1088.0,203.0,533.0,201.0,32.81,-115.58
2716,69900.0,1.7188,17.0,1492.0,426.0,1595.0,428.0,32.8,-115.57
2717,72600.0,1.1853,16.0,1307.0,359.0,961.0,327.0,32.8,-115.57
2718,93800.0,1.875,16.0,2276.0,594.0,1184.0,513.0,32.8,-115.57
2719,88500.0,2.6172,21.0,1260.0,246.0,805.0,239.0,32.8,-115.48
2720,79200.0,2.2417,18.0,1715.0,337.0,1166.0,333.0,32.77,-115.52
2721,61200.0,1.735,14.0,1527.0,325.0,1453.0,332.0,32.73,-115.53
2722,63100.0,2.3571,17.0,1190.0,275.0,1113.0,258.0,32.73,-115.52
2723,142500.0,3.4107,13.0,330.0,72.0,822.0,64.0,32.75,-115.5
2724,61000.0,2.1136,23.0,666.0,142.0,580.0,160.0,32.8,-115.55
2725,53600.0,1.2083,22.0,565.0,162.0,692.0,141.0,32.79,-115.55
2726,56100.0,1.6607,30.0,752.0,194.0,733.0,186.0,32.79,-115.54
2727,60400.0,1.275,23.0,1712.0,403.0,1370.0,377.0,32.79,-115.54
2728,59600.0,1.6351,23.0,1004.0,221.0,697.0,201.0,32.79,-115.55
2729,68600.0,4.5714,33.0,1192.0,213.0,1066.0,211.0,32.8,-115.57
2730,63900.0,2.1979,25.0,1311.0,375.0,1193.0,351.0,32.8,-115.56
2731,59400.0,1.5987,28.0,1672.0,416.0,1335.0,397.0,32.8,-115.56
2732,69400.0,1.3882,15.0,1171.0,328.0,1024.0,298.0,32.8,-115.56
2733,58300.0,1.3373,18.0,1178.0,438.0,1377.0,429.0,32.79,-115.56
2734,76200.0,3.2083,34.0,2856.0,555.0,1627.0,522.0,32.78,-115.56
2735,62500.0,1.1707,20.0,2372.0,835.0,2283.0,767.0,32.79,-115.56
2736,68100.0,1.6667,50.0,1291.0,277.0,864.0,274.0,32.79,-115.57
2737,70800.0,3.0603,46.0,2511.0,490.0,1583.0,469.0,32.78,-115.56
2738,86200.0,4.6154,35.0,1185.0,202.0,615.0,191.0,32.78,-115.56
2739,99600.0,5.128,25.0,2007.0,301.0,1135.0,332.0,32.78,-115.57
2740,76200.0,3.1597,29.0,1568.0,283.0,848.0,245.0,32.78,-115.56
2741,84300.0,2.8025,5.0,2652.0,606.0,1767.0,536.0,32.78,-115.55
2742,110100.0,5.7843,5.0,2494.0,414.0,1416.0,421.0,32.78,-115.58
2743,159900.0,6.3814,8.0,2183.0,307.0,1000.0,287.0,32.79,-115.59
2744,64400.0,1.6635,14.0,1687.0,507.0,762.0,451.0,32.79,-115.58
2745,73600.0,3.6042,34.0,1152.0,208.0,621.0,208.0,32.79,-115.57
2746,86400.0,4.0375,29.0,2321.0,367.0,1173.0,360.0,32.78,-115.57
2747,97200.0,6.2715,20.0,1534.0,235.0,871.0,222.0,32.78,-115.57
2748,87500.0,4.3021,15.0,1413.0,279.0,803.0,277.0,32.78,-115.57
2749,140300.0,4.4821,15.0,1278.0,217.0,653.0,185.0,32.76,-115.56
2750,94400.0,2.5769,30.0,935.0,177.0,649.0,148.0,32.69,-115.59
2751,64000.0,1.899,17.0,1960.0,389.0,1691.0,356.0,32.69,-115.49
2752,95800.0,1.6838,19.0,583.0,113.0,531.0,134.0,32.7,-115.4
2753,70100.0,1.375,25.0,2322.0,573.0,2185.0,602.0,32.67,-115.49
2754,73100.0,1.4828,24.0,1266.0,275.0,1083.0,298.0,32.67,-115.49
2755,91200.0,2.3319,15.0,3414.0,666.0,2097.0,622.0,32.68,-115.48
2756,88400.0,1.5931,18.0,3631.0,913.0,3565.0,924.0,32.68,-115.5
2757,75500.0,2.1776,35.0,2159.0,492.0,1694.0,475.0,32.67,-115.5
2758,84700.0,1.1311,29.0,1523.0,440.0,1302.0,393.0,32.67,-115.49
2759,72700.0,2.625,11.0,2872.0,610.0,2644.0,581.0,32.68,-115.51
2760,67700.0,2.0625,6.0,2804.0,581.0,2807.0,594.0,32.67,-115.52
2761,81300.0,1.7292,17.0,290.0,94.0,135.0,57.0,33.33,-116.05
2762,51300.0,1.2639,16.0,245.0,57.0,81.0,33.0,33.19,-116.0
2763,32500.0,4.0208,15.0,208.0,49.0,51.0,20.0,32.93,-115.88
2764,43900.0,1.4338,26.0,1134.0,280.0,329.0,158.0,32.74,-116.0
2765,57500.0,1.5417,18.0,414.0,86.0,98.0,54.0,32.69,-115.9
2766,62800.0,2.8684,20.0,1996.0,515.0,659.0,295.0,33.41,-116.01
2767,54300.0,2.0109,15.0,1945.0,536.0,515.0,273.0,33.4,-115.99
2768,58800.0,2.7,5.0,186.0,43.0,41.0,21.0,33.38,-115.94
2769,53800.0,1.4688,8.0,240.0,46.0,63.0,24.0,33.32,-115.98
2770,67500.0,0.922,15.0,459.0,95.0,160.0,73.0,33.36,-115.91
2771,62800.0,1.7857,19.0,1210.0,248.0,329.0,155.0,33.34,-115.9
2772,54400.0,1.125,27.0,322.0,81.0,112.0,57.0,33.3,-115.96
2773,53800.0,1.8958,12.0,99.0,25.0,37.0,17.0,33.28,-115.95
2774,47500.0,5.3374,2.0,96.0,18.0,30.0,16.0,33.26,-115.8
2775,59200.0,0.8963999999999999,24.0,796.0,243.0,227.0,139.0,33.43,-114.73
2776,57500.0,3.1607,18.0,1183.0,363.0,374.0,127.0,33.07,-114.98
2777,50000.0,1.7727,19.0,749.0,238.0,476.0,169.0,33.36,-115.73
2778,30000.0,1.2132,23.0,1586.0,448.0,338.0,182.0,33.35,-115.73
2779,25000.0,0.8570999999999999,21.0,44.0,33.0,64.0,27.0,32.79,-114.65
2780,56100.0,1.275,19.0,2570.0,820.0,1431.0,608.0,32.8,-114.55
2781,45000.0,0.8585,15.0,1448.0,378.0,949.0,300.0,32.76,-114.63
2782,44000.0,1.2049,17.0,1388.0,386.0,775.0,320.0,32.74,-114.66
2783,108300.0,2.1212,16.0,3806.0,794.0,1501.0,714.0,37.35,-118.18
2784,141500.0,4.1576,19.0,2460.0,405.0,1225.0,425.0,37.4,-118.43
2785,166000.0,3.2132,19.0,2682.0,518.0,1134.0,399.0,37.39,-118.6
2786,118800.0,3.0817,20.0,1468.0,283.0,721.0,270.0,37.25,-118.45
2787,139700.0,4.337,26.0,3135.0,524.0,1385.0,523.0,37.37,-118.45
2788,180400.0,4.375,21.0,3302.0,557.0,1413.0,520.0,37.35,-118.42
2789,54400.0,1.7388,18.0,2281.0,520.0,1425.0,465.0,37.36,-118.42
2790,116100.0,1.9722,34.0,2465.0,619.0,1172.0,575.0,37.36,-118.4
2791,105800.0,1.8325,25.0,3295.0,824.0,1477.0,770.0,37.37,-118.39
2792,98400.0,2.3261,38.0,1813.0,410.0,902.0,396.0,37.36,-118.39
2793,94500.0,2.75,22.0,3480.0,673.0,1541.0,636.0,37.17,-118.3
2794,137500.0,1.7292,19.0,99.0,26.0,51.0,22.0,36.95,-117.9
2795,80600.0,2.325,35.0,2563.0,530.0,861.0,371.0,36.94,-118.31
2796,74200.0,2.0357,34.0,2090.0,478.0,896.0,426.0,36.64,-118.05
2797,104700.0,2.2574,23.0,2311.0,487.0,1019.0,384.0,36.63,-118.18
2798,45500.0,1.7868,25.0,1709.0,439.0,632.0,292.0,36.13,-117.69
2799,14999.0,2.1,19.0,619.0,239.0,490.0,164.0,36.4,-117.02
2800,32900.0,1.1471,14.0,1372.0,386.0,436.0,213.0,36.0,-116.22
2801,64900.0,2.7583,42.0,2271.0,458.0,1124.0,447.0,35.42,-119.02
2802,62400.0,2.5703,45.0,1628.0,352.0,754.0,334.0,35.42,-119.03
2803,67900.0,2.6094,38.0,2952.0,598.0,1491.0,568.0,35.42,-119.03
2804,87100.0,4.3162,14.0,3520.0,604.0,1748.0,582.0,35.45,-119.03
2805,77000.0,3.0268,5.0,2133.0,487.0,1182.0,438.0,35.44,-119.05
